0.30426303     0.45440815     0.07977026     0.15268426     0.00871624     0.00006937     9.61768510    23.52152246     3.33237545    53.49579285     0.80301704
0.79971010     0.63926998     0.25291139     0.27260951     0.03475295     0.00044196    10.35354478     3.93677741     1.38554540    25.50380187     0.34363759
0.93188799     0.17034671     0.71602201     0.35839485     0.82020547     0.00260460     4.17494209     0.33818181    85.52950781   175.66836887     1.37984909
1.35769775     0.71952631     0.76849159     0.14970777     0.99985829     0.00347440    37.89541686     0.66643295    92.11060309     0.17800503     1.90321664
2.11021585     0.94826030     1.03175074     0.17991800     0.72039282     0.00538888    21.36228681     1.17425000    65.42872639     0.12888999     0.44259026
2.75491071     1.06083859     1.39000885   -61.38969569     0.72824752    61.44921510    13.55853062     0.76518509    43.40152845    -0.00002249     0.23756415
0.59731711     2.28313328     0.63580984     2.26859990     1.18920099     0.02241857     0.13665445    17.86124963    47.32019642     7.67047709     0.49262938
2.85010001     2.54410664     0.64919585     0.79765894     1.12558170     0.02853916    12.89518279     5.45538842     0.11296751    35.32893278     0.38721225
3.40542650     2.84112029     0.71156027     0.94857450     1.05115146     0.03584797     9.84065316     4.07801707     0.09701872    27.57669889     0.31753486
3.93418627     3.17292749     0.78988890     1.08878497     0.96122888     0.04476065     7.82568355     3.17536738     0.08620371    22.24803408     0.27139624
4.67888021     3.31246434     1.20302749     1.11030781     0.60080617     0.07903453     2.97160025     8.01401365     0.09917076   119.87596938     0.36875620 
4.85834741     1.50402245     1.53555848     0.95416075     3.00404753     0.13060425     4.35307904    95.26343316     0.11044872    31.99246407     1.75670443
4.68669359     2.38879059     1.52287056     1.07903978     3.16354871     0.14361992     3.40015051    36.83643520     0.09557493   114.27524168     1.47492947
4.98816795     3.35710271     1.50292204     1.22172882     2.76143663     0.15142442     2.53600438    29.97580504     0.08254945    88.73513838     1.16712390
2.10509260     4.36716206     1.48028761     1.33409382     5.53780604     0.15604602     0.89460753    24.41881968     0.07145192    69.85860169     1.90671824
6.20239600     5.39538819     1.45887725     1.42806579     1.33894393     0.15420384     1.46090299    20.14653917     0.06164271    56.73801104     0.64755460
1.42704046     6.77857375     6.41364632     1.52938606     0.68790919     0.13835865     0.05185139     1.14744676    16.83234374    47.08267330     0.39585031
7.12496467     6.96362577     0.40535492     1.69961663     1.50025574     0.27745601     0.91908882    14.15475105    14.15474574    39.07709506     0.06417165
8.37197122     7.07989232     1.01347196     0.77223727     1.46667316     0.26287737    11.89949237     0.78056461   198.44072308    41.56210501     0.05445260
8.64392994     1.46357896     1.56066861     1.05545005     7.04009562     0.19999674     9.69070226     0.04305143    72.04776233   166.55421240     0.66621783
1.68383652     1.47480433     1.37047425     9.24659290     7.02207943     0.16099853    49.92976638     0.03653814   134.31889317     8.45519757     0.58503649
9.88746586     1.50747326     1.90635535     1.54310395     7.00376164     0.10558296     7.44889667     0.03084452    38.16657035   115.68708856     0.51848158
10.51693874     1.57393530     2.16699802     1.69193955     6.98396214     0.01430187     6.58802517     0.02534021    30.05889048   101.44514004     0.46207981
11.07627441     1.58619669     2.93288168     1.37491086     6.96664643     0.00459082     5.94437112     0.02328655    20.59115302    96.88722975     0.41908215
11.73712145     1.82995875     2.81141301     1.90065220     6.94066322    -0.28355091     5.23367741     0.01636240    20.53719746    82.01631881     0.37401385
12.30434401     2.32437385     3.18807287     1.99400470     6.92612145    -0.80737786     4.69095987     0.01074597    17.39159075    74.61601310     0.33856083
12.87035966     4.43881362     3.58294665     2.06698965     6.91586723    -2.95253425     4.22745007     0.00461408    15.08330800    68.44820515     0.30788472
13.40782101     6.90042218     3.99539727     2.14745733   283.90205482  -282.43818444     3.82465894     0.28165040    13.17017325    62.81493664     0.00006082
13.75399998   297.69542224     5.21908965     1.58299921     6.87528047  -296.22007511     3.49108135     0.00005604    11.26181897    62.07734534     0.26153431
14.43242183     6.83363443     4.86041106     2.31023153   518.74776544  -517.28462315     3.16729215     0.24008925    10.34604629    53.61746648     0.00002943
